"District","FIPS","Year","Grade","Measure Type","Variable","Value"
"Chester School District","","2017-2018","Grade 8","Percent","Chronically Absent Students",-6666
"Chester School District","","2017-2018","Grade 9","Percent","Chronically Absent Students",-6666
"Chester School District","","2017-2018","Grade 10","Percent","Chronically Absent Students",-6666
"Chester School District","","2017-2018","Grade 11","Percent","Chronically Absent Students",-6666
"Chester School District","","2017-2018","Grade 12","Percent","Chronically Absent Students",-6666
"Chester School District","","2018-2019","Kindergarten","Percent","Chronically Absent Students",-9999
"Chester School District","","2018-2019","Grade 1","Percent","Chronically Absent Students",-9999
"Chester School District","","2018-2019","Grade 2","Percent","Chronically Absent Students",-9999
"Chester School District","","2018-2019","Grade 3","Percent","Chronically Absent Students",0
"Chester School District","","2018-2019","Grade 4","Percent","Chronically Absent Students",0
"Chester School District","","2018-2019","Grade 5","Percent","Chronically Absent Students",0
"Chester School District","","2018-2019","Grade 6","Percent","Chronically Absent Students",0
"Chester School District","","2018-2019","Grade 7","Percent","Chronically Absent Students",-6666
"Chester School District","","2018-2019","Grade 8","Percent","Chronically Absent Students",-6666
"Chester School District","","2018-2019","Grade 9","Percent","Chronically Absent Students",-6666
"Chester School District","","2018-2019","Grade 10","Percent","Chronically Absent Students",-6666
"Chester School District","","2018-2019","Grade 11","Percent","Chronically Absent Students",-6666
"Chester School District","","2018-2019","Grade 12","Percent","Chronically Absent Students",-6666
"Chester School District","","2019-2020","Kindergarten","Percent","Chronically Absent Students",-9999
"Chester School District","","2019-2020","Grade 1","Percent","Chronically Absent Students",-9999
"Chester School District","","2019-2020","Grade 2","Percent","Chronically Absent Students",0
"Chester School District","","2019-2020","Grade 3","Percent","Chronically Absent Students",0
"Chester School District","","2019-2020","Grade 4","Percent","Chronically Absent Students",-9999
"Chester School District","","2019-2020","Grade 5","Percent","Chronically Absent Students",-9999
"Chester School District","","2019-2020","Grade 6","Percent","Chronically Absent Students",0
"Chester School District","","2019-2020","Grade 7","Percent","Chronically Absent Students",-6666
"Chester School District","","2019-2020","Grade 8","Percent","Chronically Absent Students",-6666
"Chester School District","","2019-2020","Grade 9","Percent","Chronically Absent Students",-6666
"Chester School District","","2019-2020","Grade 10","Percent","Chronically Absent Students",-6666
"Chester School District","","2019-2020","Grade 11","Percent","Chronically Absent Students",-6666
"Chester School District","","2019-2020","Grade 12","Percent","Chronically Absent Students",-6666
"Clinton School District","900715350","2011-2012","Kindergarten","Percent","Chronically Absent Students",10.3
"Clinton School District","900715350","2011-2012","Grade 1","Percent","Chronically Absent Students",3.3
"Clinton School District","900715350","2011-2012","Grade 2","Percent","Chronically Absent Students",7.6
"Clinton School District","900715350","2011-2012","Grade 3","Percent","Chronically Absent Students",4.9
"Clinton School District","900715350","2011-2012","Grade 4","Percent","Chronically Absent Students",3.6
"Clinton School District","900715350","2011-2012","Grade 5","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2011-2012","Grade 6","Percent","Chronically Absent Students",6.9
"Clinton School District","900715350","2011-2012","Grade 7","Percent","Chronically Absent Students",6.5
"Clinton School District","900715350","2011-2012","Grade 8","Percent","Chronically Absent Students",10.1
"Clinton School District","900715350","2011-2012","Grade 9","Percent","Chronically Absent Students",16
"Clinton School District","900715350","2011-2012","Grade 10","Percent","Chronically Absent Students",14.5
"Clinton School District","900715350","2011-2012","Grade 11","Percent","Chronically Absent Students",27.5
"Clinton School District","900715350","2011-2012","Grade 12","Percent","Chronically Absent Students",28.6
"Clinton School District","900715350","2012-2013","Kindergarten","Percent","Chronically Absent Students",4.5
"Clinton School District","900715350","2012-2013","Grade 1","Percent","Chronically Absent Students",7.6
"Clinton School District","900715350","2012-2013","Grade 2","Percent","Chronically Absent Students",3.9
"Clinton School District","900715350","2012-2013","Grade 3","Percent","Chronically Absent Students",4.2
"Clinton School District","900715350","2012-2013","Grade 4","Percent","Chronically Absent Students",4.1
"Clinton School District","900715350","2012-2013","Grade 5","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2012-2013","Grade 6","Percent","Chronically Absent Students",3.8
"Clinton School District","900715350","2012-2013","Grade 7","Percent","Chronically Absent Students",6.9
"Clinton School District","900715350","2012-2013","Grade 8","Percent","Chronically Absent Students",5.4
"Clinton School District","900715350","2012-2013","Grade 9","Percent","Chronically Absent Students",11.4
"Clinton School District","900715350","2012-2013","Grade 10","Percent","Chronically Absent Students",13.8
"Clinton School District","900715350","2012-2013","Grade 11","Percent","Chronically Absent Students",10.4
"Clinton School District","900715350","2012-2013","Grade 12","Percent","Chronically Absent Students",23.9
"Clinton School District","900715350","2013-2014","Kindergarten","Percent","Chronically Absent Students",7.6
"Clinton School District","900715350","2013-2014","Grade 1","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2013-2014","Grade 2","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2013-2014","Grade 3","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2013-2014","Grade 4","Percent","Chronically Absent Students",6.8
"Clinton School District","900715350","2013-2014","Grade 5","Percent","Chronically Absent Students",3.9
"Clinton School District","900715350","2013-2014","Grade 6","Percent","Chronically Absent Students",3.7
"Clinton School District","900715350","2013-2014","Grade 7","Percent","Chronically Absent Students",4.6
"Clinton School District","900715350","2013-2014","Grade 8","Percent","Chronically Absent Students",8.8
"Clinton School District","900715350","2013-2014","Grade 9","Percent","Chronically Absent Students",11.3
"Clinton School District","900715350","2013-2014","Grade 10","Percent","Chronically Absent Students",9.6
"Clinton School District","900715350","2013-2014","Grade 11","Percent","Chronically Absent Students",11.7
"Clinton School District","900715350","2013-2014","Grade 12","Percent","Chronically Absent Students",15.8
"Clinton School District","900715350","2014-2015","Kindergarten","Percent","Chronically Absent Students",7.1
"Clinton School District","900715350","2014-2015","Grade 1","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2014-2015","Grade 2","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2014-2015","Grade 3","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2014-2015","Grade 4","Percent","Chronically Absent Students",0
"Clinton School District","900715350","2014-2015","Grade 5","Percent","Chronically Absent Students",4.2
"Clinton School District","900715350","2014-2015","Grade 6","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2014-2015","Grade 7","Percent","Chronically Absent Students",6.1
"Clinton School District","900715350","2014-2015","Grade 8","Percent","Chronically Absent Students",5.8
"Clinton School District","900715350","2014-2015","Grade 9","Percent","Chronically Absent Students",13.9
"Clinton School District","900715350","2014-2015","Grade 10","Percent","Chronically Absent Students",14.6
"Clinton School District","900715350","2014-2015","Grade 11","Percent","Chronically Absent Students",9
"Clinton School District","900715350","2014-2015","Grade 12","Percent","Chronically Absent Students",22.2
"Clinton School District","900715350","2015-2016","Kindergarten","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2015-2016","Grade 1","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2015-2016","Grade 2","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2015-2016","Grade 3","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2015-2016","Grade 4","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2015-2016","Grade 5","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2015-2016","Grade 6","Percent","Chronically Absent Students",5.8
"Clinton School District","900715350","2015-2016","Grade 7","Percent","Chronically Absent Students",4.1
"Clinton School District","900715350","2015-2016","Grade 8","Percent","Chronically Absent Students",3.7
"Clinton School District","900715350","2015-2016","Grade 9","Percent","Chronically Absent Students",6.3
"Clinton School District","900715350","2015-2016","Grade 10","Percent","Chronically Absent Students",9.1
"Clinton School District","900715350","2015-2016","Grade 11","Percent","Chronically Absent Students",15.6
"Clinton School District","900715350","2015-2016","Grade 12","Percent","Chronically Absent Students",11.4
"Clinton School District","900715350","2016-2017","Kindergarten","Percent","Chronically Absent Students",7
"Clinton School District","900715350","2016-2017","Grade 1","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2016-2017","Grade 2","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2016-2017","Grade 3","Percent","Chronically Absent Students",-9999
"Clinton School District","900715350","2016-2017","Grade 4","Percent","Chronically Absent Students",-9999
